ENSDARG00000091792	unknown
ENSDARG00000055172	unknown
ENSDARG00000062688	unknown
ENSDARG00000097804	lypc
ENSDARG00000060345	unknown
ENSDARG00000075629	unknown
ENSDARG00000002593	slc45a2
ENSDARG00000093957	si:dkey-251i10.2
ENSDARG00000075161	defbl1
ENSDARG00000056028	slc22a7a
ENSDARG00000057575	pnp4a
ENSDARG00000070991	mlpha
ENSDARG00000090623	unknown
ENSDARG00000062003	myo5b
ENSDARG00000055791	unknown
ENSDARG00000091813	unknown
ENSDARG00000103476	trpm1b
ENSDARG00000103789	unknown
ENSDARG00000005085	ggctb
ENSDARG00000092240	unknown
ENSDARG00000100719	unknown
ENSDARG00000056151	tyrp1b
ENSDARG00000099101	gch2
ENSDARG00000006008	dct
ENSDARG00000019274	unknown
ENSDARG00000114516	unknown
ENSDARG00000097208	unknown
ENSDARG00000034643	unknown
ENSDARG00000099425	unknown
ENSDARG00000103498	epd
ENSDARG00000091298	pmela
ENSDARG00000090634	unknown
ENSDARG00000029402	sort1a
ENSDARG00000030530	slc22a2
ENSDARG00000011961	unknown
ENSDARG00000038095	socs1a
ENSDARG00000005823	slc39a10
ENSDARG00000075015	unknown
ENSDARG00000099014	fxyd1
ENSDARG00000037097	slc7a2
ENSDARG00000052470	igfbp2a
ENSDARG00000046030	unknown
ENSDARG00000040039	pttg1ipb
ENSDARG00000019253	rhag
ENSDARG00000094695	unknown
ENSDARG00000070047	rgs4
ENSDARG00000041839	tsc22d2
ENSDARG00000100952	unknown
ENSDARG00000027065	unknown
ENSDARG00000102051	mtbl
ENSDARG00000079848	gmps
ENSDARG00000024540	tspan36
ENSDARG00000029353	serpine2
ENSDARG00000058394	tagln3b
ENSDARG00000096711	unknown
ENSDARG00000033539	paics
ENSDARG00000053262	unknown
ENSDARG00000041691	bhlhe41
ENSDARG00000060457	pmp22b
ENSDARG00000002791	atp1a1a.1
ENSDARG00000104068	gstp1
ENSDARG00000003808	aqp3a
ENSDARG00000029544	id2b
ENSDARG00000028618	krt18b
ENSDARG00000100003	glulb
ENSDARG00000069100	aldh9a1a.1
ENSDARG00000055283	id2a
ENSDARG00000093549	selenop
ENSDARG00000036036	mdka
ENSDARG00000025254	s100a10b
ENSDARG00000009978	icn
ENSDARG00000002644	rgs5a
ENSDARG00000043154	ucp2
ENSDARG00000023151	ucp1
ENSDARG00000002696	gnb3b
ENSDARG00000045442	cpb1
ENSDARG00000014196	myl1
ENSDARG00000002589	mylpfb
ENSDARG00000055216	tuba1c
ENSDARG00000093303	ifitm1
ENSDARG00000103687	unknown
ENSDARG00000098475	arr3b
ENSDARG00000052578	unknown
ENSDARG00000035327	ckma
ENSDARG00000040565	ckmb
ENSDARG00000045835	unknown
ENSDARG00000007697	fabp7a
ENSDARG00000093844	unknown
ENSDARG00000021339	cpa5
ENSDARG00000029069	tnni2a.4
ENSDARG00000060350	unknown
ENSDARG00000058371	krt5
ENSDARG00000007276	ela3l
ENSDARG00000039730	unknown
ENSDARG00000056765	ela2l
ENSDARG00000036830	krt91
ENSDARG00000033683	tpma
ENSDARG00000068457	tnnt3b
ENSDARG00000068680	ctrl
ENSDARG00000017441	mylz3
ENSDARG00000056744	ela2
ENSDARG00000079274	prss59.1
ENSDARG00000103543	gngt2b
ENSDARG00000073742	unknown
ENSDARG00000042993	prss1
ENSDARG00000090428	ctrb1
ENSDARG00000017314	cela1.6
ENSDARG00000099197	actc1b
ENSDARG00000037789	pvalb1
ENSDARG00000017624	krt4
ENSDARG00000045677	opn1sw1
ENSDARG00000053254	mylpfa
ENSDARG00000002768	pvalb2
ENSDARG00000102558	pde6ha
ENSDARG00000101324	apoa1b
ENSDARG00000015866	apoa2
ENSDARG00000044684	rbp4l
ENSDARG00000002193	rho
