ENSDARG00000092945	unknown
ENSDARG00000045144	zgc:163057
ENSDARG00000045142	hbae5
ENSDARG00000038643	alas2
ENSDARG00000095304	unknown
ENSDARG00000096667	hemgn
ENSDARG00000094215	unknown
ENSDARG00000077504	unknown
ENSDARG00000034852	nt5c2l1
ENSDARG00000012881	slc4a1a
ENSDARG00000092806	unknown
ENSDARG00000089124	hbae1.3
ENSDARG00000089475	unknown
ENSDARG00000011166	cahz
ENSDARG00000094408	unknown
ENSDARG00000088330	unknown
ENSDARG00000093877	unknown
ENSDARG00000096917	unknown
ENSDARG00000115405	unknown
ENSDARG00000095019	lmo2
ENSDARG00000045143	hbbe2
ENSDARG00000001354	unknown
ENSDARG00000096829	blvrb
ENSDARG00000113599	hbbe1.1
ENSDARG00000079305	hbae3
ENSDARG00000076858	unknown
ENSDARG00000101362	mibp
ENSDARG00000087390	unknown
ENSDARG00000018146	gpx1a
ENSDARG00000003207	mterf3
ENSDARG00000018461	zgc:56095
ENSDARG00000023820	faxdc2
ENSDARG00000035256	eef2l2
ENSDARG00000026655	tspo
ENSDARG00000041839	tsc22d2
ENSDARG00000013655	tpd52l2b
ENSDARG00000015551	fth1a
ENSDARG00000068822	unknown
ENSDARG00000025350	prdx2
ENSDARG00000042933	bloc1s6
ENSDARG00000068214	ccni
ENSDARG00000041623	mt2
ENSDARG00000035809	col1a1b
ENSDARG00000004621	gpm6ab
ENSDARG00000102975	nsg2
ENSDARG00000043531	jun
ENSDARG00000058358	krt8
ENSDARG00000055455	gpm6aa
ENSDARG00000020708	mdkb
ENSDARG00000020007	col1a2
ENSDARG00000006427	fabp2
ENSDARG00000006497	rtn1a
ENSDARG00000027236	rs1a
ENSDARG00000087303	cebpd
ENSDARG00000040534	epcam
ENSDARG00000039914	gapdhs
ENSDARG00000016771	tfa
ENSDARG00000028335	hmga1a
ENSDARG00000104181	tmsb1
ENSDARG00000036036	mdka
ENSDARG00000007275	si:ch211-251b21.1
ENSDARG00000053684	aldob
ENSDARG00000099776	glula
ENSDARG00000043257	ckbb
ENSDARG00000031683	fosab
ENSDARG00000009212	ppiaa
ENSDARG00000070835	tnnc2
ENSDARG00000093303	ifitm1
ENSDARG00000043457	gapdh
ENSDARG00000058371	krt5
ENSDARG00000067990	unknown
ENSDARG00000099572	unknown
ENSDARG00000103919	unknown
ENSDARG00000040565	ckmb
ENSDARG00000077777	tmsb4x
ENSDARG00000035327	ckma
ENSDARG00000024433	pvalb4
ENSDARG00000095556	unknown
ENSDARG00000036830	krt91
ENSDARG00000033683	tpma
ENSDARG00000056511	arr3a
ENSDARG00000036832	unknown
ENSDARG00000101766	ptmab
ENSDARG00000099197	actc1b
ENSDARG00000101199	rbp4
ENSDARG00000094041	krt17
ENSDARG00000002768	pvalb2
ENSDARG00000037789	pvalb1
ENSDARG00000007697	fabp7a
ENSDARG00000053254	mylpfa
ENSDARG00000009978	icn
ENSDARG00000045677	opn1sw1
ENSDARG00000102558	pde6ha
ENSDARG00000092947	cyt1
ENSDARG00000017624	krt4
ENSDARG00000015866	apoa2
ENSDARG00000101324	apoa1b
ENSDARG00000044684	rbp4l
